Address,Address Missing,Email Address,Email Missing,License Validity,Name,Negative Status,Official Representative,Representative Missing,Status,Tel No/s,Telephone Missing,Website,Website Missing
2ND AND 3RD FLOORS 243 M SUAREZ AVENUE SAN MIGUEL PASIG CITY,False,legal@ejm.ph,False,5/22/2015 to 5/22/2019,EJM GLOBAL MANPOWER CORPORATION Private Employment Agency,False,JONAVIE B VIRAY,False,Valid License,6425127 / 09176237524,False,,True
SUITE 106-214 BF COND ADUANA SOLANA INTRAMUROS,False,,True,to 12/10/1985,EKISTICS PHILIPPINES INC  Construction Contractor,True,MR ALBERTO AGUIRRE,False,Cancelled,474873,False,,True
1398 GEN.LUNA ST COR APACIBLE ST PACO MANILA,False,,True,3/8/1996 to 3/7/1998,EL BARY MANPOWER SERVICES  Service Contractor,True,MIRIAM M ABDUL BARY,False,Delisted,582373 / 595372,False,,True
2F & 3F ARVENT BLDG GEN.LUNA ST ERMITA MANILA,False,,True,7/19/1994 to 7/18/1998,EL GRANDE SHIPPING AGENCY CORPORATION  Manning Agency,True,MR RODOLFO E VENTURANZA,False,Delisted,5216105 / 589234,False,,True
70 BOHOL AVENUE QUEZON CITY,False,,True,to 5/14/1986,EL GRECO INTERNATIONAL PHILIPPINE MANPOWER PLACEMENT WORLDWIDE Private Employment Agency,True,MS LILLIAN M TOUNDJIS,False,Delisted,977051 / 977053,False,,True
70 SGT E A ESGUERRA AVE. QUEZON CITY,False,,True,10/18/2007 to 10/17/2011,EL GRECO SHIP MANNING & MGT. CORP. (EL GRECO SHIPPING ENTERPRISES) Manning Agency,True,PETER N TOUNDJIS,False,Delisted,9297051 TO 53,False,,True
5127 FILMORE COR BOYLE STS MAKATI,False,,True,1/11/2001 to 1/10/2003,"EL-ADAM INTERNATIONAL AGENCY CO.,LTD. Private Employment Agency",True,MR ELMER C BALIBAY,False,Delisted,5501502/ 5501440,False,,True
"3F & 4F, HALA BLG 1836 LEON GUINTO ST MALATE, MANILA",False,Elizabeth.elbeitam@yahoo.com,False,4/28/2015 to 4/27/2019,"ELBEITAM MANAGEMENT SERVICES, INC. Private Employment Agency",True,ELIZABETH C CASANOVA,False,Cancelled,5227286/5241196/ 0999-9931499,False,www.elbeitamagency.com,False
"16/F & 17/F, PHIL. AXA LIFE CENTRE COND CORP, 1286 MAKATI",False,elburg@elburgshipmanagement.com.ph,False,4/7/2017 to 4/6/2021,ELBURG SHIPMANAGEMENT PHILS INC (FORMERLY RICA INTL MANNING AGENCY IN Manning Agency,False,RICHARD P PALPAL-LATOC,False,Valid License,8170971 TO 75/8942711,False,www.elburgshipmanagement.com,False
"G-4 BEL-AIR APARTMENTS BLDG1020 ROXAS BLVD ERMITA, MANILA",False,,True,8/7/2001 to 8/3/2003,ELCCIJ MARINE SERVICES Manning Agency,True,LETICIA C SAGAIDORO,False,Suspended,5227552/ 5227553,False,,True
202 E.RODRIGUEZ SR BLVD QUEZON CITY,False,,True,to,ELCO DEVELOPMENT & CONSTRUCTION CORPORATION Construction Contractor,True,MR FLORELLO R ESTUAR,False,Inactive,785991 / 785994,False,,True
2161-A TAFT AVE MALATE MANILA,False,,True,12/27/1993 to 12/28/1995,ELEA MANPOWER CORPORATION  Private Employment Agency,True,MR DOMINGO G ESTRADA JR,False,Delisted,587486 / 509529,False,,True
8334-B DR A SANTOS AVE SUCAT PARA#AQUE,False,,True,to,ELECTROEN INC  Construction Contractor,True,MR DANILO ROY,False,Inactive,,True,,True
"ROOMS 308 & 316 GEDISCO CENTRE 1564 A MABINI ST ERMITA, MANILA",False,eleutheria2016@yahoo.com,False,9/6/2017 to 9/6/2019,ELEUTHERIA INTERNATIONAL PLACEMENT SERVICES INC Private Employment Agency,False,SALLY G CANLAS,False,Valid License,(02) 4501052 / 09258205073/ 09434163662,False,,True
1856 F AGONCILLO STREET MALATE MANILA,False,elevomanpower2016@gmail.com,False,9/28/2017 to 9/28/2019,ELEVO MANPOWER SERVICES CORP Private Employment Agency,False,EULOGIO A CONDES JR,False,Valid License,5622576/ 09987296824,False,www.elevomanpowerservicescorp.com,False
RM 301 GLC BLDG TM KALAW/A MABINI ERMITA MLA,False,,True,2/15/2003 to 2/14/2007,ELF INTERNATIONAL MANPOWER SERVICES Private Employment Agency,True,FLOCERFINA T. MOLINA,False,Cancelled,3389295 / 3389296,False,,True
"724 I & K 726 J 3F TANDEM BLDG QUIRINO AVE MALATE, MANILA",False,,True,2/12/2002 to 2/12/2004,ELI INTERNATIONAL MANPOWER SPECIALIST Private Employment Agency,True,EMMANUEL E ZAPANTA,False,Cancelled,5236410 / 3031077,False,,True
"GF-A&B, 1735 J. BOCOBO STREET MALATE, MANILA",False,schilette@yahoo.com / chilette88@gmail.com,False,7/9/2017 to 7/8/2021,E-LIFE INTERNATIONAL RECRUITMENT AGENCY CORP Private Employment Agency,False,MARY EYRE S SISON,False,Valid License,5210968 / 5211157 / 09998803872,False,eliferecruitment.com,False
"976 PRES QUIRINO AVE COR MODESTO ST. MALATE, MANILA",False,INFO@ELIGARDI.COM,False,7/3/2014 to 7/2/2018,ELIGARDI ENTERPRISES INC Private Employment Agency,False,MS LUZ M PACIFICO,False,Valid License,526-8060,False,WWW.ELIGARDI.COM,False
ARIC BLDG II 1845 TAFT AVE MALATE MANILA,False,,True,to 10/6/1983,ELIGIO DE GUZMAN & COMPANY INC  Construction Contractor,True,MR ELIGIO DE GUZMAN,False,Forever Banned,8325386 / 8316952,False,,True
*1266 APACIBLE ST PACO MANILA,False,,True,8/3/1993 to 8/2/1995,ELIHEM EMPLOYMENT COMPANY  Service Contractor,True,MR HENRIC D DAVID,False,Delisted,5244550,False,,True
"6/F FELIZA BUILDING 108 V A RUFINO STREET LEGASPI VILLAGE, MAKATI",False,,True,6/27/2016 to 6/27/2020,ELITE MARITIME MANAGEMENT CORPORATION Manning Agency,False,ERICSON M MARQUEZ,False,Valid License,8671476,False,,True
ELIZALDE BLDG 141 AYALA AVE MAKATI,False,,True,to 1/12/1990,ELIZALDE AND COMPANY INC  Manning Agency,True,MR DAMIANO C CANDIDO,False,Delisted,,True,,True
"M-1561, LUZ J HENSON BLDG, A. MABINI STREET ERMITA, MANILA",False,ellisar.nats@yahoo.com,False,12/4/2017 to 12/3/2021,ELLISAR MANPOWER SERVICES INC Private Employment Agency,False,EDELMIRA D ALEJANDRO,False,Valid License,5217722/ 2566744/ 09178375844,False,,True
581-C QUIRINO AVE COR BATAAN TAMBO PARA#AQUE,False,,True,7/1/1997 to 7/1/1999,ELM INTERMANPOWER SERVICES CO INC  Private Employment Agency,True,MA ELENA J MANANSALA,False,Inactive,5109286,False,,True
1081 K.RAMAGI BLDG P.GIL ST PACO MANILA,False,,True,3/2/1994 to 12/2/1996,ELMALATAWY MANPOWER & GENERAL SERVICES INC Service Contractor,True,MS DIOSCORA A ABDELWAHAB,False,Delisted,,True,,True
S 606 6TH FLR CARDINAL BLDG 999 PEDRO GIL ERMITA,False,,True,3/28/1990 to 3/27/1992,ELMAR MARINE SERVICES INC  Manning Agency,True,MR JOSE RAMON R GARCIA,False,Delisted,5211751 / 595685,False,,True
RM 816 FILIPINAS BANK BUILDING 303 ESCOLTA MANILA,False,,True,to 3/20/1983,ELS REYES ENTERPRISES  Manning Agency,True,MS LORNA S REYES,False,Inactive,487027,False,,True
"213&214 GEDISCO CTR BLDG 1564 MABINI, MANILA",False,,True,9/22/1996 to 9/21/1998,ELSAIEDY MANPOWER SERVICES INC  Private Employment Agency,True,,True,Delisted,5266671 / 5362578,False,,True
"U102 AND RM 203 S&L BLDG ERMITA, MANILA",False,CREW@ELVICTOR.COM.PH,False,1/7/2009 to 1/7/2013,ELVICTOR HUMAN RESOURCE MANAGEMENT INC Manning Agency,True,VICENTE DANTE P. ADAN,False,Suspended,527-613/527-6138 TELEFAX,False,,True
"G & 2F MBTC BLDG 900 QUIRINO AVE COR LEON GUINTO MALATE, MANILA",False,radinglasan@gmail.com,False,3/31/2017 to 3/31/2019,ELWIN CREW MANAGEMENT INC Manning Agency,False,REY A DINGLASAN,False,Valid License,3103200 TO 04,False,,True
3F CHEMPHIL BLG 851 ARNAIZ AVE MAKATI CITY,False,,True,7/14/2006 to 7/13/2010,"ELYSIAN RECRUITMENT INTERNATIONAL, INC. Private Employment Agency",True,PAUL RANDOLPH C MAMANGUN,False,Delisted,4042359,False,,True
2230-B PEDRO GIL ST STA ANA PACO MANILA,False,,True,to 10/29/1985,EM MABASA OVERSEAS PLACEMENT & GENERAL SERVICES Private Employment Agency,True,MR ERNESTO MABASA,False,Forever Banned,592714,False,,True
G/F UNIT CS 3 SARMIENTO COND YAKAL ST MAKATI MLA,False,,True,12/8/1993 to 12/7/1995,EMA INTERNATIONAL PLACEMENT  Private Employment Agency,True,MS ESPERIDIONA M ARANDA,False,Delisted,861473 / 876825,False,,True
"S109B,CRISELDA I BLDG, NO 109 SCT DE GUIA ST DILIMAN, QUEZON CITY",False,emcj04@gmail.com,False,8/6/2016 to 8/5/2020,EMCJ MANPOWER INTERNATIONAL INC. Private Employment Agency,False,APOLONIO L. BALBUENA,False,Valid License,4263085/ 4424328,False,,True
"RM303&304 3FMERCHANT BLDG509 P.FAURA ST ERMITA, MANILA",False,eimsc@tri-isys.com,False,7/27/2014 to 7/26/2018,EMERALD INTERNATIONAL MANPOWER SERVICES CORP. Service Contractor,False,ELEANOR D. PACRES,False,Valid License,5210222/5216418/5216209,False,,True
AURORA PLAZA BLDG J BOCOBO COR ARQUIZA ERMITA,False,,True,to,EMES MANPOWER EXPONENT SERVICES  Private Employment Agency,True,MR ENGRACIO R VERGARA,False,Cancelled,,True,,True
"STE.52 5TH FLR.ZETA BLG.191 SALCEDO ST. LEGASPI VILLAGE, MAKATI",False,,True,1/13/2004 to 1/13/2008,EMEVILLE MANPOWER SERVICES Private Employment Agency,True,,True,Cancelled,8173969/8137318,False,,True
5TH FLR CHE BLDG SAN MARCELINO ERMITA MANILA,False,,True,to 4/3/1985,EMIR`S PLACEMENT & GENERAL SERVICES AGENCY Private Employment Agency,True,ATTY CAYETANO DESALES,False,Cancelled,5214158,False,,True
"U9 G/F TOWER B ROYAL PLAZA 648 REMEDIOS ST. MALATE, MANILA",False,ceo@emissary.com.ph,False,8/10/2006 to 8/9/2010,EMISSARY RECRUITMENT GROUP INC. (FORMERLY PIONEER PLACEMENT CENTER INC.)  Private Employment Agency,True,ANNIE MARIE E. MUNSAYAC,False,Cancelled,3023959/ 3033524 telefax,False,www.emissary.com.ph,False
"BLOCK 30 LOT 35 MABINI ST STA LUCIA NOVALICHES PROPER, QUEZON CITY",False,,True,1/2/2006 to 1/2/2007,EMMANPHIL MANPOWER SERVICES CORPORATION Private Employment Agency,True,CARLOS S. DARWIN,False,Cancelled,4172009,False,,True
"SUITE 402 (4/F) AND MEZZ A&B, PIERRE N PAUL BLDG., ERMITA, MANILA",False,essi_emmanuel@yahoo.com,False,5/25/2015 to 5/24/2019,EMMANUEL STAFFING SERVICES INC. Private Employment Agency,False,PRAXEDES D. BERNABE,False,Valid License,5218162,False,,True
"2F BILABID BLDG #20 PAPUA ST COR MINDANAO AVE EXT NOVALICHES PROPER, QUEZON CITY",False,,True,12/22/2006 to 12/22/2007,EMMERL INTERNATIONAL INC Private Employment Agency,True,MA. LOURDES DELOS SANTOS,False,Delisted,,True,,True
"RMS 406 &410, 1ST UNITED BLG. CORP, 413 ESCOLTA ST BINONDO, MANILA",False,emmers_maritime@yahoo.com.ph,False,7/23/2015 to 7/22/2019,EMMERS MARITIME & ALLIED SERVICES INC Manning Agency,False,MELINDA M BADIANG,False,Valid License,2416441/ 2558969/ 3100004,False,www.emmersmaritime.com,False
"127 BATANES STREET, GALAS, QUEZON CITY",False,PHIL.-EMPESHIN INTERNATIONAL @ YAHOO.COM,False,7/29/2006 to 1/29/2007,EMPESHIN INTERNATIONAL MANPOWER SERVICES INC. Private Employment Agency,True,EDNA L. ESTOESTA,False,Delisted,7155629,False,WWW.GEOCITIES.COM/EMPESHIN,False
3 ECONOMIA ST BRGY BAGUMBAYAN QC,False,,True,12/27/1993 to 12/26/1995,EMPIRE ASIA MANPOWER SERVICES INC  Service Contractor,True,MS ELIZABETH J SAN JOSE,False,Delisted,,True,,True
NBT BLDG 2/F 1578 A MABINI COR P GIL ERMITA MLA,False,,True,7/2/1990 to 6/27/1992,EMPIRE CONTRACTING & MANAGEMENT SERVICES INC Service Contractor,True,MR ALFREDO C GRAY,False,Delisted,5220075 / 593086,False,,True
"2272 LEON GUINTO STREET MALATE, MANILA",False,empire@info.com.ph,False,4/22/2016 to 4/21/2020,EMPIRE INTERNATIONAL HUMAN RESOURCES INC (FOR:EMPIRE ARTISTS Private Employment Agency,False,ELIZABETH P NIEVA,False,Valid License,523-2158/ 523-2337,False,,True
905 JOVAN BLDG ESCODA ST ERMITA MANILA,False,,True,to,EMPIRE STATE CONSTRUCTION & DEVELOPMENT CORPORATION Construction Contractor,True,MR ELIAS B DULALIA,False,Cancelled,,True,,True
1223 UNITED NATIONS AVENUE PACO MANILA,False,,True,to 9/21/1984,EMPIRICAL PLACEMENT & PERSONNEL SERVICES  Private Employment Agency,True,MS ERLITA PELAYO,False,Forever Banned,597475,False,,True
"8839 SAMPALOC AVE., SAN ANTONIO VILLAGE MAKATI",False,info@bbpi.com.ph,False,7/13/2010 to 7/12/2014,EMPLEOS INC. Private Employment Agency,True,JOCELYN SOY SOLAR,False,Cancelled,4661991,False,www.bbpi.com,False
"GF NO.3032 BAGONG ANYO ST DUQUIT MABALACAT CITY, PAMPANGA",False,elnora_emr@yahoo.com,False,11/18/2014 to 11/17/2018,EMR CONSTRUCTION & MANPOWER SERVICES INC (GM CORTEZ) Private Employment Agency,False,ELNORA P. RODRIGO,False,Valid License,(O45) 3321582,False,www.emrmanpower.com,False
RMS201 & 214 MADECOR BLDG P.FAURA ST ERMITA,False,,True,1/27/2000 to 1/26/2002,EMS MANPOWER & PLACEMENT SERVICES INC Private Employment Agency,True,EDITHA M SABIDO,False,Delisted,5222466 / 581643,False,,True
RMS201 & 214 MADECOR BLDG P.FAURA ST ERMITA,False,,True,to 2/22/1986,EMS MANPOWER & PLACEMENT SERVICES INC Manning Agency,True,MR EDITHA M SABIDO,False,Delisted,5222466 / 581643,False,,True
"NO. 67, ROAD 3, PROJECT 6 QUEZON CITY",False,info@energy-manpower.com / gm@energy-manpower.com,False,7/11/2014 to 7/10/2018,ENERGY MANPOWER SERVICES INC Service Contractor,False,EDGARDO F DANNUG,False,Valid License,281-2445 TO 47 / 09209245678,False,www.energy-manpower.com,False
349 BUENDIA AVE EXT MAKATI MANILA,False,,True,to 8/24/1983,ENGINEERING & CONSTRUCTION CORPORATION OF ASIA (ECCO-ASIA) Construction Contractor,True,MR CEZAR L PIO RODA,False,Cancelled,8189111 / 8184311,False,,True
3RD4&5 FLRS THE PROFESSIONAL TOWER 37 EDSA CR BONI MANDALUYONG,False,jfgonzales@edcop.ph.consult@edcop.ph,False,3/31/2014 to 3/31/2016,ENGINEERING AND DEVELOPMENT CORPORATION OF THE PHILIPPINES Construction Contractor,False,ANGEL M SANTIAGO JR,False,Valid License,5346449/5347004/5329504/5329295,False,,True
5TH FLR CHAMPACA COND AMORSOLO LEGASPI VILL MAKATI,False,,True,to 1/7/1986,ENGINEERING GEOSCIENCE INC  Construction Contractor,True,MR JOSE ROLANDO L SANTOS,False,Delisted,8181131 / 8181135,False,,True
MGF CHAMPACA BLDG AMORSOLO ST LEGASPI VILL MAKATI,False,,True,9/7/1988 to 9/7/1990,ENGINEERING RESOURCES EXPORTER & CONST- RUCTION SERVICES AGENT INC (ERECSA) Construction Contractor,True,MR RENATO S FERRER,False,Delisted,8185971 / 8185977,False,,True
5TH FLR VICTORIA BUILDING 429 UN AVE ERMITA,False,,True,to 7/5/1985,ENRICO SHIPPING CORPORATION  Manning Agency,True,CAPT LOU A ATIENZA,False,Cancelled,575806 / 589031,False,,True
KALAW LEDESMA COND 117 KALAW LEDESMA VILL MAKATI,False,,True,to 7/15/1986,ENTERPROM INTERNATIONAL MANPOWER SERVICES INC Private Employment Agency,True,MR ANGEL A CLAVERIA,False,Forever Banned,,True,,True
"2F 1362 FILMORE ST PALANAN, MAKATI",False,emainternationalagency@yahoo.com,False,12/5/2016 to 12/4/2020,"ENTERTAINERS MANAGEMENT AGENCY INTERNATIONAL, INC. Private Employment Agency",False,SARAH T TOREJA,False,Valid License,7298655/ 5562310,False,,True
1214 M.H. DEL PILAR ST. ERMITA MANILA,False,,True,7/18/2007 to 7/17/2011,ENTERTAINMENT WAREHOUSE INC. Private Employment Agency,True,EDGAR M. AGUAS,False,Cancelled,404-1442/404-1443,False,,True
VERNIDA I BLDG AMORSOLO ST LEGASPI VILL MAKATI,False,,True,to 2/4/1986,EP SUIZA CONSTRUCTION COMPANY INC  Construction Contractor,True,ENGR EDUARDO P SUIZA,False,Cancelled,,True,,True
LT 1C ST JAMES COMP. MINDANAO AVE. QUEZON CITY,False,,True,4/21/1998 to 4/19/2000,EPC INTERNATIONAL MANPOWER SERVICES INC  Service Contractor,True,ELIZABETH P CASTAÃ‘EDA,False,Delisted,4563035 / 3630104,False,,True
"U401 AVE SQUARE GARDEN 532 U N AVE COR J BOCOBO ST ERMITA, MANILA",False,admin@eoinsinc.com,False,11/27/2017 to 11/27/2019,EPHESIANS OVERSEAS MANPOWER SUPPLY INC Private Employment Agency,False,CATHERINE N CARAGDAG,False,Valid License,09490239283,False,eomsinc.com,False
"UNIT B, 4F, LEPANTO BLDG, 8747 PASEO DE ROXAS MAKATI",False,All_In_Manila@epic-gas.com,False,3/23/2015 to 3/22/2019,EPIC GAS CREWING INC (FORMERLY EZ MARITIME SERVICES CORPORATION) Manning Agency,False,ELMER C AQUINO,False,Valid License,7208713 to 15/,False,www.epic-gas.com,False
"4F & UNITS A AND B (LW), 5/F, VERNIDA IV BLG 128 L SALCEDO VILLAGE, MAKATI",False,emsi@epsilonmaritime.com.ph,False,11/29/2015 to 11/28/2019,"EPSILON MARITIME SERVICES, INC. (FOR: ECSTACY MARITIME SVCS INC) Manning Agency",False,ELPIDIO C. JAMORA JR.,False,Valid License,8138000/ 8137162/ 09989689835/ 09175110942,False,www.epsilonhellas.com,False
"2F #1417 GEN LUNA ST PACO, MANILA",False,equalmarine@gmail.com,False,10/4/2016 to 10/3/2020,EQUAL MARINE INTL INC.(FOR: EQUATORIAL SHPG & SHIPMNGT CO INC) Manning Agency,False,GENEROSO T MAMARIL,False,Valid License,5365026 / 4981063,False,,True
R401 NFWC BLDG 962 ESCOSA COR SAN MARCELINO ERMITA,False,,True,11/25/2003 to 11/24/2007,EQUATOR MANPOWER SERVICES INC. Private Employment Agency,True,LILYBETH S SOL,False,Delisted,5211974/ 5261726,False,,True
"GF, 808 A. REINA REGENTE ST BINONDO MANILA",False,epic@info.com.ph,False,3/8/2008 to 3/7/2012,"EQUI-ASIA PLACEMENT, INC. Service Contractor",True,DANIEL S MORGA JR,False,Delisted,4504189/90,False,,True
S-401 PARAGON TOWER 531 A. FLORES ST ERMITA MLA,False,,True,6/7/1998 to 6/6/2000,EQUITABLE MANPOWER SERVICES INC  Private Employment Agency,True,CLARITA CASTILLO,False,Delisted,5262687 / 5263851,False,,True
2/F MANTRADE BLDG EDSA COR PASONG TAMO MAKATI,False,,True,9/21/1987 to 10/28/1989,ERECTORS INC  Construction Contractor,True,MR JOSE M MANTECON,False,Delisted,8187721 / 8187728,False,,True
"ROOM 303 & 304 TRAVELLERS LIFE BLG 490 TM KALAW ST ERMITA, MANILA",False,ecrewserve@gmail.com,False,6/13/2017 to 6/13/2019,ERIKA CREWMANNING SERVICES INC Manning Agency,False,ALVIE D SITE,False,Valid License,2304581,False,,True
"R703,705 &709 DÃ‘A FELISA SYJUCO BLG1872 REMEDIOS  MALATE, MANILA",False,errelox@errxconsulting.com/info@errxconsulting.com,False,8/13/2014 to 8/13/2018,ERRX RECRUITMENT CONSULTING Private Employment Agency,False,ERWIN R RELOX,False,Valid License,3549341/ 09985366725/ 09064716075 / 09178813868,False,www.errxconsulting.com,False
REDO BLDG ANNEX 951 REMEDIOS ST COR SN MARCELINO,False,,True,5/23/1993 to 5/22/1997,ERUBA MANPOWER SERVICES  Service Contractor,True,MS ERLINDA B JUTBA,False,Delisted,5223349 / 504473,False,,True
SAN MARTIN BLDG A.MABINI ST COR P.GIL ST ERMITA,False,,True,to 4/26/1986,ES JOAQUIN COMPANY INC  Construction Contractor,True,MR EPIFANIO S JOAQUIN,False,Delisted,,True,,True
"2649 MOLAVE ST UNITED PARAÃ‘AQUE SUBD, PARAÃ‘AQUE",False,,True,8/8/1999 to 8/8/2001,ESCOBAR SHIPPING CORPORATION  Philippine Registered Vessel,True,MR AKIRA S KATO,False,Expired,8272606,False,,True
3D-1 VERNIDA I BLDG AMORSOLO LEGASPI VILL MKTI MM,False,,True,to,ESCON CONSTRUCTION INC  Construction Contractor,True,MR RAFAEL B H ESPINO,False,Inactive,892929 / 881756,False,,True
"U-D VIOLETA CRT. 2814 FB HAR- RISON, PASAY CITY",False,,True,12/15/1998 to 12/14/2000,"ESMERALDA`S PROMOTION AND INTERNATIONAL MANPOWER AGENCY, INC. Private Employment Agency",True,MS CECILIA A MEDINA,False,Delisted,8333690,False,,True
"UNIT D, JTL APT., 41 J.P. LAUREL ST, BRGY. KASAMBA CEBU CITY, CEBU",False,espandia13@yahoo.com,False,6/3/2016 to 6/3/2018,ESPANDIA MANPOWER CORP Private Employment Agency,False,ROSELIE L BENDANILLO,False,Valid License,(032) 2545639/ 0915-3198611,False,,True
532 REMEDIOS COR CAROLINA STS MALATE METRO MANILA,False,,True,to 9/14/1985,ESSENTIAL RESOURCES INTERNATIONAL INC  Private Employment Agency,True,MR JOSE CHUA HONG,False,Forever Banned,583807,False,,True
"MERCEDES BUSINESS PARK MERCEDES AVENUE CAINTA, RIZAL",False,,True,2/13/2014 to 2/13/2018,ETSI TECHNOLOGIES INC Construction Contractor,False,MR RODERICK N LUCIDO,False,Valid License,643-5555,False,www.etsi.com.ph,False
3/F OAC BLDG #27 SAN MIGUEL AVE ORTIGAS CENTER PASIG CITY,False,,True,2/26/2013 to 2/26/2014,ETT INNOVATIVE MANPOWER SOLUTIONS INCORPORATED Private Employment Agency,True,ELENITA T TALUCOD,False,Delisted,6310608,False,,True
INSURANCE CENTER BLDG 633 GEN LUNA ST INTRAMUROS,False,,True,to 4/10/1986,EU OVERSEAS PLACEMENT SERVICES  Private Employment Agency,True,MS ERLINDA UY YAP,False,Delisted,491515 / 498531,False,,True
"RM 606 DNA FELISA SYJUCO 1872 TAFT COR REMEDIOS MALATE, MANILA",False,eugene_mla3@yahoo.com,False,10/31/2014 to 10/30/2018,EUGENE INTERNATIONAL SERVICES Private Employment Agency,False,VILMA Q. SO,False,Valid License,5227029/ 5227037,False,,True
"R102&201,202& 204,COCO BLG 2, 2550 PATIO MADRIGAL PASAY CITY",False,phil.euniceinternational@yahoo.com,False,2/15/2012 to 2/15/2016,EUNICE INTERNATIONAL MANPOWER SERVICES INC (FOR MITSUYAMA ENTERPRISES INC) Service Contractor,True,MS RIZALINA M KAMIYAMA,False,Cancelled,5516308,False,,True
3F MLF BLDG 1680 E.R`RIGUEZ SR. BLVD QC,False,,True,1/18/1982 to 11/26/1992,EUPORIA INTERNATIONAL MANPOWER SERVICES (FOR EUPORIA MANPOWER SVCS) Private Employment Agency,True,MR PEPITO A GARCIA,False,Delisted,,True,,True
1994 RENAISSANCE ST STA.ANA MANILA,False,,True,to 7/2/1985,EURASIA SHIPPING AGENCIES INC  Manning Agency,True,MR VICENTE S LOPEZ,False,Cancelled,599105 / 589152,False,,True
"RMS 302 (3F) AND 402 (4F) FEMII BLG A SORIANO AVE INTRAMUROS, MANILA",False,eurasiamquestinc@yahoo.com,False,9/16/2016 to 9/15/2020,EURASIAMQUEST INC. Private Employment Agency,False,REY L. GORGOD,False,Valid License,5223866 / 5240575/ 7089497,False,eurasiamquest.com,False
"2F, NEW STAR CENTER A.S. FORTUNA ST BAKILID MANDAUE CITY, CEBU",False,info@eurasianmaritime.com,False,10/13/2015 to 10/12/2019,EURASIAN MARITIME CORPORATION Manning Agency,False,BELINDA C WONG,False,Valid License,63-32-344-5313/344-1587/421-1316,False,www.eurasianmaritime.com,False
518 M.SALVADOR ST SAN JUAN METRO MANILA,False,,True,to,EUREKA CONSTRUCTION INC  Construction Contractor,True,MR ANDRES REYES,False,Cancelled,707219 / 772090,False,,True
"1957 LEON GUINTO STREET MALATE, MANILA",False,info@eureka.com.ph,False,4/17/2016 to 4/16/2020,EUREKA PERSONNEL MGT SERVICES INC (EUREKA GENERAL SERVICES) Private Employment Agency,False,SAMUEL A. LAUS,False,Valid License,524-7886/ 523-9942,False,www.eureka.com.ph,False
"UNIT 201,2F, PARAGON PLAZA, 162 EDSA COR RELIANCE MANDALUYONG",False,manpower@euroasia.com.ph,False,5/18/2016 to 5/17/2020,EUROASIA PHILIPPINES INC Service Contractor,False,MS MARTHA H RESURRECCION,False,Valid License,934-6262 TO 65,False,www.euroasia.com.ph,False
"UNIT 1405, 14/F, KEPPEL CENTER, SAMAR LOOP COR CAR CEBU CITY, CEBU",False,admin@euro-asiatic.com,False,8/22/2016 to 8/21/2020,"EURO-ASIATIC SHIPPING, INC. Manning Agency",False,ENRICO MARIANO H ATIENZA,False,Valid License,(032) 266-7616/ 0917-8626858,False,www.euro-asiatic.com,False
4F RELIABLE BLG 7230 MALUGAY ST MAKATI,False,,True,9/13/2004 to 9/13/2005,EUROBRIDGE SHIPPING AGENCIES INC. Manning Agency,True,LUIS MIGUEL A. ZULUAGA,False,Denied Renewal,8405075/8135618,False,,True
"RMS 709 & 710, L & S BLDG, 1414 ROXAS BLVD. ERMITA, MANILA",False,ehri2011@yahoo.com / wmg1973@yahoo.com,False,11/12/2015 to 11/11/2019,EUROKONSULT HUMAN RESOURCES INC Private Employment Agency,True,ELLEN MARGARETHE U GHANEM,False,Cancelled,2412534/ 3536637,False,,True
BROFAR BLDG 7493 BAGTIKAN ST SN ANTONIO VILL,False,,True,1/9/2003 to 1/8/2005,EUROOSE MARITIME INTERNATIONAL CORP.(for. MALGERFIL MARITIME CORP) Manning Agency,True,,True,Cancelled,899-7481,False,,True
"222,2F,CENTURY PLZA COMM.COMPLEX JUANA OSMENA ST. CEBU CITY, CEBU",False,,True,10/28/2006 to 4/28/2007,EUROPA INTERNATIONAL RECRUITMENT SERVICES Private Employment Agency,True,LEONILA V. WILSON,False,Cancelled,(032) 4187133,False,,True
U15 AURORA PLAZA 936 AURORA BLVD CUBAO QC,False,,True,7/5/1998 to 7/3/2000,EUROPAC TRADERS INTERNATIONAL INC  Service Contractor,True,MR ROBERTO Y. ATENDIDO,False,Delisted,8909121,False,,True
3/F KING`S COURT BLDG 2129 PASONG TAMO MAKATI,False,,True,3/7/1989 to 3/18/1992,EUROPHIL OCEAN LINES INC  Philippine Registered Vessel,True,MS THELMA A MANUEL,False,Delisted,887451 / 8164875,False,,True
"RM 406 PARAGON TOWER BLDG, 531 A.FLORES ST ERMITA, MANILA",False,everbest888@yahoo.com,False,12/9/2017 to 12/8/2021,EVERBEST OVERSEAS EMPLOYMENT AGENCY INC (FORMERLY EVERBEST MANPOWER SVCS) Private Employment Agency,False,JOSE P. SANTOS JR.,False,Valid License,5363122/ 5259639/ 0917-5367473,False,,True
RM501 BF CONDO. BDG. SORIANO COR SOLANA IN`MUROS,False,,True,8/26/1998 to 8/25/2000,EVERETT MARITIME SERVICES INC  Manning Agency,True,CRISOSTOMO G VILLANUEVA,False,Delisted,5278961 / 3606900,False,,True
