Address,Address Missing,Email Address,Email Missing,License Validity,Name,Negative Status,Official Representative,Representative Missing,Status,Tel No/s,Telephone Missing,Website,Website Missing
"1202-I & J, GENERAL LUNA STREET ERMITA, MANILA",False,info@aguinaldoagency.com,False,3/5/2014 to 3/5/2018,AGUINALDO RECRUITMENT AGENCY INC Private Employment Agency,False,ROSEMARIE V POLICARPIO,False,Valid License,5237905/ 5233811,False,www.aguinaldoagency.com,False
NO.3 UNIT B ARAULLO ST COR SHAW BLVD MANDALUYON,False,,True,2/17/2000 to 2/15/2002,"VIKINGS MANPOWER, INC. Private Employment Agency",True,MR DANIEL SY,False,Delisted,5338975,False,,True
2F & 3F GOTHARD BLDG 2127 MABINI ST MALATE MLA,False,,True,10/26/1988 to 10/26/1990,JVD PLACEMENT AGENCY  Private Employment Agency,True,JOSEFINA V VERGEL DE DIOS,False,Cancelled,571352,False,,True
"PNTHSE I, PIERRE & PAUL BLG 505 MABINI ST ERMITA, MANILA",False,jake.jnc@gmail.com,False,1/8/2017 to 1/7/2021,JAKE INTL MANPOWER SERVICES INCORPORATED Private Employment Agency,False,JULIETA N CABASA,False,Valid License,524-4241/400-3417,False,,True
"421&423 P. TUAZON STREET CUBAO, QUEZON CITY",False,TWINSTARSINTERNATIONAL@YAHOO.COM,False,6/14/2016 to 6/13/2020,TWINSTARS INTERNATIONAL CORPORATION Private Employment Agency,False,EUGENE KAYE S MANZO,False,Valid License,421-2527,False,,True
"S301,302,303,304&306, 3F, MILANDRE CTR, 982 QUEZON QUEZON CITY",False,laurin@laurinmaritime.ph,False,10/28/2016 to 10/27/2020,LAURIN MARITIME PHILIPPINES INC (FORMERLY PHIL-WORLD SHIPPING SERVICES CORP Manning Agency,False,MA LOURDES M CANARIA,False,Valid License,373-6963 loc 101,False,www.laurinmaritime.com,False
"RMS 3B&3J GEMINI BLG M.J. CUENCO AVE CEBU CITY, CEBU",False,iuppcebu2014@gmail.com,False,10/26/2015 to 10/25/2019,I U P P INCORPORATED (INTER-UNIVERSE PLACEMENT PHILS) Private Employment Agency,False,JANNITH NG GELAGA,False,Valid License,(032) 2326813/ 0915-2764439 (mobile),False,,True
"UNITS 501-503, T M KALAW CTR BLDG, 667 TM KALAW ERMITA, MANILA",False,ana.pinon@cticrewing.com,False,4/29/2016 to 4/28/2020,"CTI GROUP PHILS., INC. Manning Agency",False,ANALITA A PINON,False,Valid License,498-0361/ 498-1150,False,,True
RM 619&621 R.SANTOS BLDG PLZA LACSON STA.CRUZ MLA,False,,True,5/21/2003 to 5/20/2005,"CELMINA SHIPPING AGENCY, INC.  Manning Agency",True,CAPT. LEONARDO V. ABAD,False,Cancelled,7363735 / 7363790,False,,True
"U1005 PEARL OF THE ORIENT TWR, 1240 ROXAS BLVD ERMITA, MANILA",False,admin@serviecon.com,False,10/14/2014 to 10/13/2018,SERVIECON INTERNATIONAL CORP. Private Employment Agency,False,MAY LASPINAS LIM,False,Valid License,3533367 / 3536452 / 09173250959,False,www.serviecon.com,False
2/F 1641-A DIAN ST. BRGY. SAN ISIDRO MAKATI,False,,True,9/28/2006 to 9/27/2010,"TENSHIN PLACEMENT SERVICES, INC. Private Employment Agency",True,NORMA C. FERRERAS,False,Delisted,844-7393,False,,True
"1ST & 2ND FLR 1569 COPERNICO ST BGY SAN ISIDRO, MAKATI",False,cherubmanpower@yahoo.com,False,7/31/2006 to 7/30/2010,CHERUB MANPOWER INC (KERUB INC) Private Employment Agency,True,RAUL J DE VERA JR,False,Delisted,757-2344/7572378,False,www.cherub.com.ph,False
"SUITE 2504, 25/F, ATLANTA CENTRE, 31 ANNAPOLIS ST GREENHILLS, SAN JUAN",False,globalpromsi@yahoo.com.ph,False,4/5/2016 to 4/4/2020,GLOBALPRO MULTISERVICES INC Private Employment Agency,False,ATTY FEDERICO F BIOLENA,False,Valid License,7253972 LOC 106 & 116/ 0999770639/ 09994670530,False,,True
1928-A L GUINTO ST MALATE MANILA,False,,True,9/15/2002 to 9/14/2006,PHILCAM INTERNATIONAL RESOURCES CORP Service Contractor,True,PHILIP D CAMARISTA,False,Cancelled,5254243/ 3030048/ 3030474,False,,True
42-E BANAHAW STREET CUBAO QUEZON CITY,False,,True,7/1/1992 to 7/1/1994,OCTAGON INTERNATIONAL MANPOWER SERVICES CORPORATION Service Contractor,True,MR BILLY ACERON,False,Delisted,,True,,True
"RMS 301-305 3RD LEVEL ORODERM CITY C M RECTO ST DAVAO CITY, DAVAO DEL SUR",False,Jessamie@nfr.com.ph,False,7/4/2016 to 7/4/2018,NFR NEW FRONTIER RESOURCES INC Private Employment Agency,False,JESSAMIE C ANGKAY,False,Valid License,(082) 2332933 / 09989550513,False,www.nfr.com.ph,False
1221 SAN MARCELINO COR G.LUNA P.FAURA PACO MANILA,False,,True,to 3/6/1989,PROJECT CONTRACTORS EQUIPMENT & MACHINERIES INC Construction Contractor,True,MR LUIS RAMON R CLARAVALL,False,Delisted,583050 / 583055,False,,True
RM.901 902 903 L & S BLDG 1414 ROXAS BLVD MANILA,False,ujl.ships@taskagencies.com.ph,False,6/23/2016 to 6/22/2020,TASK AGENCIES INC Manning Agency,False,MS CORAZON B CONDADO,False,Valid License,5214220 / 5210523,False,,True
"3QD ODC INTL PLAZA, 219 SALCEDO STREET LEGASPI VILLAGE, MAKATI",False,cpi.jobs@chemsult.com.ph/chemsult_alhoty@yahoo.com,False,6/19/2014 to 6/18/2018,CHEMSULT PHILIPPINES INC Private Employment Agency,False,MARITA C TAN,False,Valid License,8185026 / 8185027/ 8942276/ 8942349,False,,True
186 MABINI STREET CEBU CITY,False,,True,9/8/2015 to 9/7/2019,VOYAGE INTERNATIONAL MANPOWER SERVICES Service Contractor,True,MS SALESHE G BAKING,False,Suspended,2537206,False,,True
"S-E,6F, G.E. ANTONINO BLG, TM KALAW COR. J BOCOBO ERMITA, MANILA",False,osmphil@yahoo.com,False,10/10/2016 to 10/9/2020,OSM SHIPPING PHILS. INC. (FORMERLY EL SHADDAI SHIPPING INC.) Manning Agency,False,ALEXANDER G ABILO,False,Valid License,5276175 (TL)/5276246/5365970,False,,True
STE 301 GIL PRECIOSA BLG #75 TIMOG AVE QUEZON CITY,False,kita@pworld.net.ph,False,12/5/2003 to 12/4/2007,"KITA TALENT MANAGEMENT, PROMOTIONS & SERVICES INC Private Employment Agency",True,BENJAMIN T DE LARA,False,Cancelled,4167779 / 4204870,False,,True
"R601 MRS BLDG 1431 A MABINI ST ERMITA MANILA ERMITA, MANILA",False,majnalinc@yahoo.com,False,9/13/2011 to 9/13/2015,MAJNAL RECRUITMENT & PLACEMENT INC Private Employment Agency,True,NALYN G QUELIOPE,False,Cancelled,7084616,False,,True
"4F ROYAL BAY TERRACES BLDG UN AVE ERMITA, MANILA",False,,True,5/13/1988 to 5/13/1990,AQUATIC LINER INC  Manning Agency,True,MR JAIME B PABALAN,False,Delisted,572335 / 503707,False,,True
RM.602 VIP BLDG ROXAS BLVD ERMITA MANILA,False,,True,to,JBS CONSTRUCTION INC  Construction Contractor,True,MR JOSE B SAHAGUN,False,Inactive,600350 / 613005,False,,True
"3RD FLOOR, ARCENAS BLDG, OSMEÃ‘A BLVD CEBU CITY, CEBU",False,info@smarthandcorp.com,False,8/13/2012 to 8/12/2016,SMARTHAND INTERNATIONAL STAFFING CORP (FORMERLY ENHANCE INTERNATIONAL STAFF Private Employment Agency,True,DANIEL VIDAL R. ARCENAS,False,Delisted,(63-32)2531177/ 253-1176,False,www.smarthandcorp.com,False
"R1562A&312 GEDISCO CTR 1564 MABINI ST. ERMITA, MANILA",False,nabuassi@yahoo.com,False,7/24/2004 to 7/23/2008,DAFA HUMAN RESOURCE AND DEVELOPMENT CORP. (For. DAFA MANPOWER SERVICES) Private Employment Agency,True,RHONA M ABUASSI,False,Cancelled,4006943/ 3024457,False,,True
1608 JOLLIBEE PLAZA F ORTIGAS JR PASIG CITY,False,,True,5/25/2012 to 5/25/2013,SFI INTERNATIONAL CORP. Private Employment Agency,True,LUIS ALBERTO A ANASTACIO,False,Delisted,6313147,False,,True
1216 GEN LUNA ST ERMITA MANILA,False,,True,to 1/31/1986,LUZON MANPOWER MANAGEMENT  Private Employment Agency,True,MR RUSTICO G DOMINGO,False,Forever Banned,5214050,False,,True
"2F, THA BLG, 2116 SEN GIL PUYAT AVE COR TAFT AVE PASAY CITY",False,jamaljhri@yahoo.com,False,10/22/2015 to 10/21/2019,JAMAL HUMAN RESOURCE INTERNATIONALE Private Employment Agency,False,ANALISA B SOLO,False,Valid License,8237815/ 8237819,False,,True
"2157 A&B TAFT BUSSINESS CENTER TAFT AVE MALATE, MANILA",False,recruit@aims-jobs.com,False,4/13/2012 to 4/12/2016,"ASIAN INTERNATIONAL MANPOWER SERVICES, INC. Private Employment Agency",True,LUCENA P SAYO,False,Cancelled,5274307/5231644/4007795,False,www.aims-jobs.com,False
"2ND FLR., NO.811 EDSA, PASAY CITY PASAY CITY",False,,True,2/6/2003 to 2/5/2007,TOTAL OVERSEAS PLACEMENT SERVICES (TOPS) INC (FORMERLY CONTRACTOR ABROAD FO Service Contractor,True,BENJAMIN C. ANG JAO,False,Delisted,884-2468,False,,True
"16/FL RAMON MAGSAYSAY CTR 1680 ROXAS BLVD ERMITA, MANILA",False,pbmp@pacificbasin.com,False,1/29/2017 to 1/28/2021,PB MARITIME PERSONNEL INC (FORMERLY EPIC MARITIME PERSONNEL INC) Manning Agency,False,ATTY ROBERTO L MENDOZA,False,Valid License,3548206,False,www.pacificbasin.com,False
GF1A & UB(GF/2F) 451 BONI AVE MANDALUYONG CITY MANDALUYONG,False,quintiniansplacement@gmail.com,False,8/26/2014 to 8/25/2018,QUINTINIANS PLACEMENT AGENCY INC Service Contractor,False,MS MYRNA T REYES,False,Valid License,5329934/ 5311575,False,,True
"RM 306&406 JALANDONI BLDG SALAS COR. MABINI ERMITA, MANILA",False,,True,1/5/1999 to 1/24/2001,AL-ARAB INTERNATIONAL SERVICES (FOR CHACKNAM INTL SVCS) Private Employment Agency,True,MS JOSEPHINE T MOTIN,False,Delisted,5261257 / 5284379,False,,True
156 DIAMOND BLDG RM.210 & 209 LIBERTAD ST PASAY,False,,True,2/1/1993 to 1/31/1995,WESTERN PHILAMERICAN MANPOWER SPECIALIST  Service Contractor,True,MS LEONORA R NOBLE,False,Delisted,8040327,False,,True
U-814 FERROS BEL AIR TWR POLARIS MKTI,False,,True,to 9/1/1995,CITIPROM INTERNATIONAL MANPOWER SERVICES Private Employment Agency,True,NORMANDY D SANCHEZ,False,Delisted,,True,,True
"S401-B VIP BLDG 1140 ROXAS BLVD COR PLZ DE GUIA ERMITA, MANILA",False,,True,8/9/2002 to 8/9/2004,SOVEREIGN MANPOWER MOVERS (SMMI) INC Private Employment Agency,True,MA VIRTUDES G BATENGA,False,Delisted,526-1892,False,,True
R.LIWAG BLDG 1258 BATANGAS ST SAN ISIDRO MAKATI,False,,True,3/8/1998 to 3/6/2000,RGE CONTRACTING SERVICES CORPORATION  Service Contractor,True,JOAHNALYN T MENDOZA,False,Delisted,8441927 / 8439357,False,,True
2F ANNEX 1 AREVALO BLDG 1360 L.GUINTO ST ERMITA,False,,True,to 8/1/1992,PHILIPPINE SKILLED SPECIALIST EST.& PROMOTION SERVICES INC. Private Employment Agency,True,ATTY ROGELIO J BOLIVAR,False,Cancelled,508389 / 5223338,False,,True
11 FULGENCIO ST SFDM QUEZON CITY,False,,True,to 4/9/1981,ASIAN DESIGN CONSTRUCTION COMPANY (PHILS) INC Construction Contractor,True,ATTY ARNALDO DIZON,False,Cancelled,973996,False,,True
"ABAD SANTOS BLDG 1388 JUAN LUNA ST PACO, MANILA",False,,True,1/3/2006 to 1/3/2010,VMM INTERNATIONAL MANPOWER SERVICES Private Employment Agency,True,VICTORIA M. MENDOZA,False,Cancelled,3033288/5225327,False,,True
"R222/223/225 AURORA PLAZA P FAURA ERMITA, MANILA",False,,True,10/2/2001 to 10/2/2003,SANDAWA INTERNATIONAL PLACEMENT AGENCY Private Employment Agency,True,ELISA C BALLESTEROS,False,Cancelled,4050168/ 4050146,False,,True
"M1,2,3&4,MALATE CROWN,558 SN ANDRES COR ADRIATICO MALATE, MANILA",False,cmimanila@pldtdsl.net,False,8/9/2015 to 8/8/2019,CREW AND SHIP MANAGEMENT INTERNATIONAL INC Manning Agency,False,ELOISA P. SANGALANG,False,Valid License,7275253,False,,True
"U 402, CAMPOS RUEDA BLG, 101 URBAN AVENUE PIO DEL PILAR, MAKATI",False,havana2017m@gmail.com,False,8/18/2016 to 8/18/2018,HAVANA INT`L RESOURCES AGENCY CO Private Employment Agency,False,CAROLINE M ALMAZAN,False,Valid License,(02) 5131662 / 09086990621,False,,True
"SUITE 303,305 & 307, 3F, A.P. BLG, P GIL COR F. AG ERMITA, MANILA",False,stdumo@gmail.com,False,11/6/2014 to 11/5/2018,SUPREME OVERSEAS MANPOWER EXPORT SPECIALIST INC Service Contractor,False,SUPREMA T. DUMO,False,Valid License,353-3215 / 09177908574,False,,True
203 SPEAKER E.PEREZ ST QUEZON CITY,False,,True,to 8/23/1985,RG REYES BUILDERS & CONTRACTORS CORPORATION Construction Contractor,True,MR REYNALDO G REYES,False,Cancelled,612659 / 625789,False,,True
"2654 BAUTISTA STREET MALATE, MANILA",False,info@orangeph.com,False,11/21/2014 to 11/20/2018,ORANGE INTERNATIONAL RECRUITMENT SERVICES INC (FORMERLY INFRACELL PHILIPPIN Private Employment Agency,False,ATTY IRENE S DARIO,False,Valid License,5237927 / 5237991 to 94 / 09088165986,False,www.orangeph.com,False
"U1810 JOLLIBEE PLAZA TWR, EMERALD AVE, ORTIGAS CTR PASIG CITY",False,info@sentosarecruitment.com,False,3/11/2016 to 3/10/2020,SENTOSA RECRUITMENT AGENCY Private Employment Agency,False,FRANCRIS M LUYUN,False,Valid License,6338114/ 6339117,False,www.sentosarecruitment.com,False
2690 A.SEVILLA BLDG. ZOBEL RO XAS ARELLANO MKTI,False,,True,10/10/2000 to 10/9/2002,MULTI MARINE (PHILS) INC  Manning Agency,True,CAPT JONAS C ACAPULCO,False,Delisted,4000851 / 3071517,False,,True
1821 P M GUAZON ST PACO MANILA,False,,True,to 10/9/1985,FINMARK MANAGEMENT SERVICES  Service Contractor,True,MR DANILO S CANLAS,False,Forever Banned,599908 / 598991,False,,True
614-615 MANUFACTURERS BLDG PLAZA STA CRUZ MM,False,,True,to 8/6/1985,STAR MANPOWER CORPORATION  Private Employment Agency,True,MS REALINA A BARRIOS,False,Forever Banned,,True,,True
"2F PALACIO GRANDE BLDG GEN LUNA COR ANDA ST QUIAPO, MANILA",False,,True,8/23/2001 to 8/23/2005,MANILA SEALINK CORPORATION Philippine Registered Vessel,True,VICTOR S CHIONGBIAN,False,Expired,5270772 / 5270779,False,,True
"1853 E. RODRIGUEZ SR AVE CUBAO, QUEZON CITY",False,,True,5/9/2006 to 5/9/2007,UNIVERSAL MULTI-LINK INTERNATIONAL PLACEMENT AGENCY INC Private Employment Agency,True,MA. LUISA D. AVENIR,False,Delisted,7266571-73/4487300,False,,True
"45 TEHERAN STREET MULTINATIONAL VILLAGE PARAÃ‘AQUE CITY, PARAÃ‘AQUE",False,mvfprointernational@gmail.com,False,2/10/2017 to 2/10/2019,MVFPRO INTERNATIONAL MANPOWER SERVICES Private Employment Agency,False,MYRA V FUENTES,False,Valid License,398-3955,False,,True
"G/F 1404 SN. GREGORIO ST PACO, MANILA",False,nsnt@ndshippinggroup.com,False,4/26/2017 to 4/25/2021,NSNT MEDICAL PLACEMENT & ALLIED SERVICES INC. Private Employment Agency,False,CAPT NAIDO B DULDULAO,False,Valid License,3535652,False,,True
"5TH FLOOR 8101 PEARL PLAZA PEARL DRIVE ORTIGAS CTR ORTIGAS, PASIG CITY",False,,True,10/23/2006 to 10/23/2010,PRIME NET INTERNATIONAL MANPOWER SERVICES Private Employment Agency,True,MARIO D. MILLAN,False,Revoked,6365687/6321279,False,,True
"3/F COHERCO CORPORATE CTR 116 V A RUFINO ST LEGASPI VILLAGE, MAKATI",False,aminta@operations.com,False,11/20/2016 to 11/19/2020,AMINTA CREW MANAGEMENT INC Manning Agency,False,CAROLINA G DE LEON,False,Valid License,8450072/ 0915-9266172,False,www.aminta.com.ph,False
"UNIT 2B, 49 SCT ALCARAZ ST COR D. TUAZON ST MAHARLIKA, QUEZON CITY",False,atdinternationalservicesinc@gmail.com,False,11/13/2014 to 11/12/2018,ATD INTERNATIONAL SERVICES AND TRAINING CENTER INC (FORMERLY ATD INTERNATIO Private Employment Agency,False,FELISA M MANGULABNAN,False,Valid License,244-6472,False,,True
101 TINDALO ST MAKATI MANILA,False,,True,to 1/23/1988,AJE MANAGEMENT & TECHNICAL SERVICES  Private Employment Agency,True,EDILBERTO PONSE,False,Forever Banned,,True,,True
RM.106 HARMONY HOMES SANDEJAS ST VITO CRUZ MANILA,False,,True,to 2/27/1985,RAMADA ENTERPRISES INC  Private Employment Agency,True,MR GERARDO SERVANDO JR,False,Forever Banned,,True,,True
"1331 & 1331-A M.H.DEL PILAR ST. ERMITA, MANILA",False,,True,9/29/2006 to 10/28/2010,ROYAL DREAM INTERNATIONAL SERVICES Private Employment Agency,True,ARLENE VENERABLE,False,Cancelled,4501207/ 5249033/ 5228827,False,,True
"SUITE F DONA FELISA SYJUCO BLDG REMEDIOS MALATE, MANILA",False,,True,to 2/12/1987,VERTICES INTERNATIONAL & DEVELOPMENT CORPORATION Service Contractor,True,MS VIOLETA V AGPAOA,False,Forever Banned,501260 / 571268,False,,True
3RD FLOOR CARMEN BUILDING 2 SEN GIL PUYAT AVE PASAY CITY,False,jake@careerinternational.com.ph/ cimsi@outlook.com,False,3/4/2016 to 3/4/2020,CAREER INTERNATIONAL MANPOWER SOLUTION INC Private Employment Agency,False,JAKE M VILLANUEVA,False,Valid License,8237207/ 09154337012/ 09988675140,False,www.careerinternational.com.ph,False
"UF, 195 REV. G. AGLIPAY ST., MAND. CITY",False,,True,12/16/2002 to 12/15/2006,RTS INTERNATIONAL MANPOWER SERVICES INCORPORATED Private Employment Agency,True,MARIBETH L. ESPINOSA,False,Cancelled,5281609/ 5281430-39,False,,True
"1639 SINGALONG STREET PACO, MANILA",False,sunhikkari16@gmail.com,False,10/12/2016 to 10/12/2018,SUN HIKKARI MANPOWER SERVICES CORP Private Employment Agency,False,IAN SILVERIO M ROQUE,False,Valid License,253-5860,False,,True
"3/F LIGHT TOWER CENTER,#1732 DIAN ST MAKATI CITY",False,,True,7/25/2014 to 7/24/2018,"STAFFMASTERS, INC Private Employment Agency",False,MARISSA A CORTEZ,False,Valid License,8341431 / 7294486,False,,True
"UNIT 201(2F) AND UNITS 302, 306, 307 & 308 (3F), S MALATE, MANILA",False,richland_intl2015@yahoo.com,False,1/30/2015 to 1/30/2019,RICHLAND INT`L. MANPOWER SPECIALIST COMPANY Private Employment Agency,False,CARMEN G TOLEDANA,False,Valid License,7080915 / 7114803 / 09205275139,False,,True
"U-63 LEGASPI SUITES BLDG 178 SALCEDO ST LEGASPI VILLAGE, MAKATI",False,,True,6/20/2002 to 6/20/2004,TOWER PLACEMENT INTERNATIONAL (ASIA) INC Private Employment Agency,True,,True,Cancelled,7500146/ 8178564,False,,True
"DOOR C, FMSG BLDG, 1823 E.RODRIGUEZ SR BLVD QUEZON CITY",False,greenworldworker@yahoo.com,False,1/10/2016 to 1/9/2020,GREENWORLD PLACEMENT SERVICES Private Employment Agency,False,MADOLYN V UANANG,False,Valid License,437-2823,False,,True
"GF, 2F & 4F, 2115 MADRE IGNACIA STREET MALATE, MANILA",False,manning@southfield.com.ph,False,1/22/2018 to 1/21/2022,SOUTHFIELD AGENCIES INC Manning Agency,False,ARSENIO BENJAMIN E.SANTOS,False,Valid License,3041888,False,www.southfield.com.ph,False
"S-1002 ERMITA CENTER BLDG 1350 ROXAS BLVD ERMITA, MANILA",False,,True,to 4/24/1992,CENTRAL SHIPPING CO INC  Philippine Registered Vessel,True,MR SAMUEL CASAS LIM,False,Delisted,,True,,True
"1957 LEON GUINTO STREET MALATE, MANILA",False,info@eureka.com.ph,False,4/17/2016 to 4/16/2020,EUREKA PERSONNEL MGT SERVICES INC (EUREKA GENERAL SERVICES) Private Employment Agency,False,SAMUEL A. LAUS,False,Valid License,524-7886/ 523-9942,False,www.eureka.com.ph,False
"RM 301-303 3F KIMVI BLG 1191 MA.OROSA ST ERMITA, MANILA",False,tierramar_gbl@yahoo.com,False,8/10/1988 to 7/24/1990,TIERRA MAR SERVICES INC (FOR TIERRA MAR SHIPPING & TRDG INC) Manning Agency,True,CAPT PAULINO B ELEVADO JR,False,Cancelled,3022328/ 3022279,False,,True
"GF & MF, KKFI BLDG, 911-C, P. PAREDES ST SAMPALOC, MANILA",False,seabreeze@seabreeze.com.ph,False,1/3/2015 to 1/2/2019,SEABREEZE CREWING (MANILA) INC Manning Agency,True,WILFREDO CAJILLA BATA,False,Suspended,587-9154,False,www.seabreezecrewing.com,False
"U4-6&19F EXPORT BANK PLAZA, C.ROCES COR.G.PUYAT MAKATI",False,tcci@jgc.co.jp / chua.edelita@jgc.com,False,8/31/2014 to 8/30/2018,"TECHNOSERVE CONSTRUCTION CO., INC. Private Employment Agency",False,LOZANO A. TAN,False,Valid License,889-9440/ 8434388/ 8899316/ 092993335473,False,www.tcci-jgc.ph,False
U-J & L 4F PG BLDG NO 63 WEST AVE QUEZON CITY,False,,True,3/15/2001 to 3/15/2003,SKILLPATH INTERNATIONAL PLACEMENT  Private Employment Agency,True,ANGELITA G PANGAN,False,Delisted,3725140 / 4123376,False,,True
*2/F NFWC BLDG 962 ESCODA COR SAN MARCELINO ERMITA,False,,True,4/14/1994 to 4/14/1996,PHILIPPINE SCANDINAVIAN CREWING AND MARINE SERVICES INC Manning Agency,True,CAPT DEMOCRITO F OQUILLA,False,Delisted,8331039 / 8242432,False,,True
30 LIMESTONE ROAD PILAR VILLAGE LAS PIÃ‘AS,False,,True,10/18/1999 to 10/16/2001,VER-WORK AIDE INTERNATIONAL Private Employment Agency,True,MR RODOLFO M REYES,False,Delisted,8018419,False,,True
"UNIT 704, 7F, WEST TRADE CENTER, 132 WEST AVENUE QUEZON CITY",False,apply.amax@gmail.com,False,7/7/2015 to 7/6/2019,"A-MAX PHILIPPINES INTERNATIONAL PROMOTION, INC. Private Employment Agency",False,PRISCA NINA O MABATID,False,Valid License,332-7276,False,,True
3/F CAPRICORN BLDG 1776 M ADRIATICO ST MALATE,False,,True,4/21/1996 to 4/20/1998,SOSECO INTERNATIONAL CORPORATION  Service Contractor,True,MS LOURDES S ILAGAN,False,Delisted,587131 / 508488,False,,True
RM 117 ARLE BLDG 141 AURORA BLVD COR J RUIZ ST SAN JUAN,False,,True,2/28/2002 to 2/28/2004,CLF RECRUITMENT & EMPLOYMENT DEVELOPMENT SERVICES CORPORATION Private Employment Agency,True,CONRADO C GARCIA,False,Delisted,727-7079,False,,True
GF 3 RENADAR BLDG 1360-1370 L. GUINTO ST ERMITA ML,False,,True,3/30/1996 to 3/29/1998,FIL-MAN EXPORT AND PROMOTION SERVICES INC Service Contractor,True,MR REYNALDO G ESCONDO,False,Delisted,5219135 / 5360044,False,,True
TIERRA BLDG ANGONO COR OSMENA MAKATI,False,,True,2/19/1996 to 2/18/1998,ASIA EXECUTIVE RESOURCES INC  Private Employment Agency,True,KENNETH BUTT,False,Delisted,871546 / 871548,False,,True
"3RD & 4TH FLOORS, ADK PLAZA COMMERCIAL CENTER, 212 MALATE, MANILA",False,farida_lizsil@yahoo.com,False,4/28/2015 to 4/27/2019,LIZSIL INTERNATIONAL MANPOWER AGENCY Private Employment Agency,False,ULANBAI S LIZARDO,False,Valid License,5731066/ 09291559224/ 09155350019,False,,True
"3/F, 1769 A. MABINI STREET MALATE, MANILA",False,WISERECT@GMAIL.COM,False,4/22/2017 to 4/21/2021,WISERECRUIT CORP Private Employment Agency,False,MARIVIC N IMO,False,Valid License,526-6666,False,WWW.WISERECRUIT.COM,False
"U-4002-4007, 4F, ASEANA 2, BRADCO AVE, ASEANA CITY PARAÃ‘AQUE",False,admin@starocean.com.ph,False,10/3/2016 to 10/2/2020,STAROCEAN MANNING PHILIPPINES INC (FOR: STAR BULK ABOITIZJEBSEN CREW MGT) Manning Agency,False,VIVIAN NOVENARIO-ONGPIN,False,Valid License,7796840 / 7796845,False,www.starocean.com.ph,False
"G/F BARKO BLDG 1014 P OCAMPO SR COR ARELLANO STS MALATE, MANILA",False,,True,11/18/2008 to 5/17/2009,ABLEWILL CORP Private Employment Agency,True,TEODORO B. QUIJANO,False,Delisted,5284231/ 5250310,False,,True
"1019-B (GF) & 1019-1021 (2F) GEN MALVAR ST MALATE, MANILA",False,batieinternational@yahoo.com,False,1/13/2011 to 1/12/2015,BATIE INTERNATIONAL MANPOWER SERVICES INCORPORATED Private Employment Agency,True,BAITULON S. ABDULSATAR,False,Cancelled,3798195/0905-2275072/0908-8118451,False,,True
8/F CHINA BANK BLDG AYALA AVE MAKATI CITY,False,,True,to,CONDEX REALTY DEVELOPMENT & MARKETING CORPORATION Service Contractor,True,ENGR ALONSO L DOMINGUEZ,False,Cancelled,855109 / 855254,False,,True
"S101B, GF, I-CARE BLG, LEGASPI COR DELA ROSA STS LEGASPI VILLAGE, MAKATI",False,info@humanleaders.com/ apply@humanleaders.com,False,6/24/2013 to 6/23/2017,HUMANLEADERS RECRUITMENT & MANPOWER SERVICES Private Employment Agency,True,JOJI CHARMAINE ALMONARES,False,Suspended,4031397/5565800,False,,True
"4/F WALLEM PHILS BLDG BEATERIO LEGASPI INTRAMUROS, MANILA",False,,True,11/10/2008 to 1/10/2012,BANDILA SHIPPING INC Philippine Registered Vessel,False,MR REGINALDO A OBEN,False,Valid License,,True,,True
"R 208,209,210 & 217 MERCHANTS BLDG 509 P FAURA ST ERMITA, MANILA",False,azizzahapplicant@yahoo.com,False,3/13/2016 to 3/12/2020,AZIZZAH INTERNATIONAL MANPOWER SERVICES INC. Private Employment Agency,False,AZIZZA TAHIL SALIM,False,Valid License,5228128 / 09153843417,False,,True
650 SHAW BLVD MANDALUYONG CITY,False,,True,to 1/11/1984,FILIPINO CONTRACTORS INTERNATIONAL CORPORATION Construction Contractor,True,MR DAVID CONSUNJI,False,Inactive,,True,,True
UNIT G-41 SOUTH STAR PLAZA SUPERHIGHWAY MAKATI,False,,True,4/8/2001 to 4/7/2003,AGAPE PERSONNEL INTERNATIONAL INC Private Employment Agency,True,RODRIGO P GOMEZ,False,Delisted,8171201 / 8437112,False,,True
U23-G-H SUMMIT ONE OFC TWR 530 SHAW BLVD MANDALUYO MANDALUYONG,False,CENTRAL@MOODYPHILS.COM,False,8/14/2007 to 8/14/2008,MOODY INTERNATIONAL PHILIPPINES INC Private Employment Agency,True,ROLANDO R. ORTANEZ,False,Delisted,5347081/5345994,False,,True
"25 MA ASUNCION SPIRIG ST BF RESORT VILL LAS PINAS PAMPLONA, LAS PIÃ‘AS",False,bsimail@bargonfip.com,False,9/3/2016 to 9/2/2020,BARGONFIP SHIPMANAGEMENT INC Manning Agency,False,BELTRAN B. BARGAS,False,Valid License,8463478 / 09988498485,False,www.bargonfip.com,False
1136-1138 DOLMAR BLDG UN PACO MANILA,False,,True,3/8/1998 to 3/6/2000,FAST INTERNATIONAL CORPORATION  Service Contractor,True,MR CHUA ENG CHUAN,False,Delisted,586076,False,,True
GF & 2F 1256 BATANGAS ST BGY SAN ISIDRO MKT,False,,True,3/27/2000 to 3/27/2002,"ACTIVE LINK MANPOWER RESOURCES INTERNATIONAL, INC. Private Employment Agency",True,BUENA B DELA CRUZ,False,Revoked,7294023 / 8171826,False,,True
